Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty
"wella-professionals,-koleston-perfect-me+,-permanent-hair-dye,-8/73-light-blond-golden-chestnut,-60-ml","Wella Professionals, Koleston Perfect Me+, Permanent Hair Dye, 8/73 Light Blond Golden Chestnut, 60 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8005610650166,4.46,36
"wella-professionals,-koleston-perfect-me+,-permanent-hair-dye,-4/07-medium-chestnut-natural-brown,-60-ml","Wella Professionals, Koleston Perfect Me+, Permanent Hair Dye, 4/07 Medium Chestnut Natural Brown, 60 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8005610657509,3.59,36
"wella-professionals,-magma-by-blondor,-hair-colouring-cream-toner,-/07+-dark-chestnut,-for-foiling-and-freehand-techniques,-120-g","Wella Professionals, Magma By Blondor, Hair Colouring Cream Toner, /07+ Dark Chestnut, For Foiling And FreeHand Techniques, 120 g",,Wella Professionals,Hair,"For Women, Hair Colouring, Hair Colouring Cream Toner",TRUE,Title,Default Title,8005610585192,15.60,3
"wella-professionals,-colormotion+,-hair-shampoo,-for-colour-protection,-250-ml","Wella Professionals, ColorMotion+, Hair Shampoo, For Colour Protection, 250 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,0043|3614226750808,7.30,1
"wella-professionals,-koleston-perfect-me+,-permanent-hair-dye,-44/65-medium-chestnut-intense-violet-mahogany,-60-ml","Wella Professionals, Koleston Perfect Me+, Permanent Hair Dye, 44/65 Medium Chestnut Intense Violet Mahogany, 60 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8005610655383,3.59,26
"wella-professionals,-koleston-perfect-me+,-permanent-hair-dye,-9/7-bright-blond-chestnut,-60-ml","Wella Professionals, Koleston Perfect Me+, Permanent Hair Dye, 9/7 Bright Blond Chestnut, 60 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8005610650814,4.43,33
"wella-professionals,-perm-service-care,-hair-lotion-treatment,-post-treatment,-1000-ml","Wella Professionals, Perm Service Care, Hair Lotion Treatment, Post-treatment, 1000 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Lotion Treatment",TRUE,Title,Default Title,8005610438696,12.49,4
"wella-professionals,-color-touch,-ammonia-free,-semi-permanent-hair-dye,-7/1-medium-ash-blond,-60-ml","Wella Professionals, Color Touch, Ammonia-Free, Semi-Permanent Hair Dye, 7/1 Medium Ash Blond, 60 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8005610547077,4.40,2
"wella-professionals,-koleston-perfect-special-mix,-permanent-hair-dye,-0/43-golden-red,-60-ml","Wella Professionals, Koleston Perfect Special Mix, Permanent Hair Dye, 0/43 Golden Red, 60 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8005610711515,4.75,76
"wella-professionals,-color-motion+,-hair-lotion-treatment,-for-hydration,-185-ml","Wella Professionals, Color Motion+, Hair Lotion Treatment, For Hydration, 185 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Lotion Treatment",TRUE,Title,Default Title,3614228295406,11.58,25
"wella-professionals,-illuminage-color-brush,-hair-colouring-brush","Wella Professionals, Illuminage Color Brush, Hair Colouring Brush",,Wella Professionals,Hair,"For Women, Hairdressing Tools, Hair Colouring Brush",TRUE,Title,Default Title,3614228825887,3.38,55
"wella-professionals,-measuring-plastic-jug,-clear","Wella Professionals, Measuring Plastic Jug, Clear",,Wella Professionals,Hair,"Unisex, Salon Supplies, Measuring Plastic Jug",TRUE,Title,Default Title,8005610679594,2.81,11
"wella-professionals,-color-touch,-ammonia-free,-semi-permanent-hair-dye,-8/73-light-blonde-gold-brown,-60-ml","Wella Professionals, Color Touch, Ammonia-Free, Semi-Permanent Hair Dye, 8/73 Light Blonde Gold Brown, 60 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8005610529882,3.53,45
"wella-professionals,-elements-calming,-silicone-free,-hair-shampoo,-for-calming,-250-ml","Wella Professionals, Elements Calming, Silicone Free, Hair Shampoo, For Calming, 250 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,4064666036250,3.27,102
"wella-professionals,-elements-renewing,-silicone-free,-hair-shampoo,-for-shine-&-softness,-1000-ml","Wella Professionals, Elements Renewing, Silicone Free, Hair Shampoo, For Shine & Softness, 1000 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,4064666044521,15.68,6
"wella-professionals,-invigo-color-brilliance-booster,-lime-caviar,-hair-spray-treatment,-for-colour-protection,-100-ml-*tester","Wella Professionals, Invigo Color Brilliance Booster, Lime Caviar, Hair Spray Treatment, For Colour Protection, 100 ml *Tester",,Wella Professionals,Hair,"For Women, Hair Care, Hair Spray Treatment",TRUE,Title,Default Title,99000000008575,11.90,2
"wella-professionals,-elements-renewing,-silicone-free,-hair-conditioner,-anti-frizz,-1000-ml","Wella Professionals, Elements Renewing, Silicone Free, Hair Conditioner, Anti-Frizz, 1000 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,4064666036052,19.04,7
"wella-professionals,-elements-calming,-silicone-free,-hair-shampoo,-for-calming,-1000-ml","Wella Professionals, Elements Calming, Silicone Free, Hair Shampoo, For Calming, 1000 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,4064666036144,14.92,10
"wella-professionals,-color-fresh-masks,-silicone-free,-hair-colouring-cream-mask,--mint,-150-ml","Wella Professionals, Color Fresh Masks, Silicone Free, Hair Colouring Cream Mask,  Mint, 150 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Hair Colouring Cream Mask",TRUE,Title,Default Title,3614229718850,4.81,14
"wella-professionals,-color-touch,-ammonia-free,-semi-permanent-hair-dye,-7/73-medium-blonde-golden-brown,-60-ml","Wella Professionals, Color Touch, Ammonia-Free, Semi-Permanent Hair Dye, 7/73 Medium Blonde Golden Brown, 60 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8005610526256,4.41,6
"wella-professionals,-color-touch,-ammonia-free,-semi-permanent-hair-dye,-6/73-dark-auburn-blonde,-60-ml","Wella Professionals, Color Touch, Ammonia-Free, Semi-Permanent Hair Dye, 6/73 Dark Auburn Blonde, 60 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Semi-Permanent Hair Dye",TRUE,Title,Default Title,8005610530123,3.53,50
"wella-professionals,-eimi-fixing-flexible-finish,-hair-spray,-for-uv-protection,-flexible-fixation,-250-ml","Wella Professionals, Eimi Fixing Flexible Finish, Hair Spray, For UV Protection, Flexible Fixation, 250 ml",,Wella Professionals,Hair,"For Women, Hair Styling, Hair Spray",TRUE,Title,Default Title,8005610587561,7.41,3
"wella-professionals,-invigo-sun,-pro-vitamin-b5,-hair-shampoo,-after-sun---cleansing,-250-ml","Wella Professionals, Invigo Sun, Pro-Vitamin B5, Hair Shampoo, After Sun - Cleansing, 250 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,4064666041674,4.27,1
"wella-professionals,-elements-renewing,-aloe-vera,-hair-treatment-cream-mask,-for-moisturizing,-150-ml","Wella Professionals, Elements Renewing, Aloe Vera, Hair Treatment Cream Mask, For Moisturizing, 150 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,4064666102726,6.14,1
"wella-professionals,-hairdressing-textile-neck-collar","Wella Professionals, Hairdressing Textile Neck Collar",,Wella Professionals,Hair,"Unisex, Hairdressing Tools, Hairdressing Textile Neck Collar",TRUE,Title,Default Title,8005610712178,15.43,17
"wella-professionals,-wella-professionals,-hair-tinting-apron,-black","Wella Professionals, Wella Professionals, Hair Tinting Apron, Black",,Wella Professionals,Hair,"Unisex, Hairdressing Tools, Hair Tinting Apron",TRUE,Title,Default Title,4064666033747,12.29,2
"wella-professionals,-wella-professionals,-hairdressing-aluminum-foil,-silver","Wella Professionals, Wella Professionals, Hairdressing Aluminum Foil, Silver",,Wella Professionals,Hair,"Unisex, Hairdressing Tools, Hairdressing Aluminum Foil",TRUE,Title,Default Title,4064666303635,8.64,21
"wella-professionals,-elements-renewing,-silicone-free,-hair-conditioner,-anti-frizz,-1000-ml","Wella Professionals, Elements Renewing, Silicone Free, Hair Conditioner, Anti-Frizz, 1000 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,0043|4064666052724,22.02,1
"wella-professionals,-elements-renewing,-silicone-free,-hair-conditioner,-anti-frizz,-1000-ml","Wella Professionals, Elements Renewing, Silicone Free, Hair Conditioner, Anti-Frizz, 1000 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,4064666052724,19.99,4
"wella-professionals,-wella-professionals,-hair-plastic-colouring-spatula,-black","Wella Professionals, Wella Professionals, Hair Plastic Colouring Spatula, Black",,Wella Professionals,Hair,"Unisex, Hairdressing Tools, Hair Plastic Colouring Spatula",TRUE,Title,Default Title,3614228825979,2.09,129
"set,-wella-professionals,-wella-professionals,-hairdressing-aluminum-foil,-multicolour,-4-pcs","Set, Wella Professionals, Wella Professionals, Hairdressing Aluminum Foil, Multicolour, 4 pcs",,Wella Professionals,Hair,"Unisex, Hairdressing Tools, Hairdressing Aluminum Foil",TRUE,Title,Default Title,4064666303697,24.80,7
"wella-professionals,-colormotion+,-hair-shampoo,-for-colour-protection,-1000-ml","Wella Professionals, ColorMotion+, Hair Shampoo, For Colour Protection, 1000 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,4064666040929,16.81,9
"wella-professionals,-nutricurls-waves,-sulfates-free,-hair-shampoo,-for-nourishing,-1000-ml","Wella Professionals, Nutricurls Waves, Sulfates-Free, Hair Shampoo, For Nourishing, 1000 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,4064666041001,15.46,5
"wella-professionals,-elements-renewing,-silicone-free,-hair-shampoo,-for-shine-&-softness,-500-ml","Wella Professionals, Elements Renewing, Silicone Free, Hair Shampoo, For Shine & Softness, 500 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Shampoo",TRUE,Title,Default Title,3614227274501,7.75,55
"wella-professionals,-wella-professionals,-pump-dispenser,-500-ml","Wella Professionals, Wella Professionals, Pump Dispenser, 500 ml",,Wella Professionals,Hair,"Unisex, Salon Supplies, Pump Dispenser",TRUE,Title,Default Title,4064666041179,2.40,97
"wella-professionals,-creatine+-wave,-hair-perm-lotion,-waves,-for-normal-to-resistant-hair,-250-ml","Wella Professionals, Creatine+ Wave, Hair Perm Lotion, Waves, For Normal To Resistant Hair, 250 ml",,Wella Professionals,Hair,"For Women, Hair Styling, Hair Perm Lotion",TRUE,Title,Default Title,8005610437736,8.75,6
"wella-professionals,-elements-renewing,-silicone-free,-hair-treatment-cream-mask,-for-smoothening,-refill,-500-ml","Wella Professionals, Elements Renewing, Silicone Free, Hair Treatment Cream Mask, For Smoothening, Refill, 500 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,4064666052731,12.25,1
"wella-professionals,-koleston-perfect,-hair-colour-chart","Wella Professionals, Koleston Perfect, Hair Colour Chart",,Wella Professionals,Hair,"For Women, Salon Supplies, Hair Colour Chart",TRUE,Title,Default Title,99000000003370,37.79,1
"wella-professionals,-wella-professionals,-hair-colour-chart","Wella Professionals, Wella Professionals, Hair Colour Chart",,Wella Professionals,Hair,"For Women, Salon Supplies, Hair Colour Chart",TRUE,Title,Default Title,99000000003366,25.18,1
"wella-professionals,-wella-professionals,-hair-colour-chart","Wella Professionals, Wella Professionals, Hair Colour Chart",,Wella Professionals,Hair,"For Women, Salon Supplies, Hair Colour Chart",TRUE,Title,Default Title,99000000003367,37.79,1
"wella-professionals,-wella-professionals,-hair-colour-chart","Wella Professionals, Wella Professionals, Hair Colour Chart",,Wella Professionals,Hair,"For Women, Salon Supplies, Hair Colour Chart",TRUE,Title,Default Title,99000000003369,37.79,1
"wella-professionals,-koleston-perfect-me+,-permanent-hair-dye,-77/0-medium-blonde-intensive,-60-ml","Wella Professionals, Koleston Perfect Me+, Permanent Hair Dye, 77/0 Medium Blonde Intensive, 60 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8005610656205,4.87,28
"wella-professionals,-koleston-perfect,-permanent-hair-dye,-88/43-intense-light-blonde-golden-red,-60-ml","Wella Professionals, Koleston Perfect, Permanent Hair Dye, 88/43 Intense Light Blonde Golden Red, 60 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8005610656502,4.58,20
"wella-professionals,-invigo-senso-calm,-hair-treatment-cream-mask,-for-calming,-150-ml","Wella Professionals, Invigo Senso Calm, Hair Treatment Cream Mask, For Calming, 150 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,8005610633008,6.95,1
"wella-professionals,-blondor-multi-blonde,-hair-oxidant-powder,-800-g","Wella Professionals, Blondor Multi Blonde, Hair Oxidant Powder, 800 g",,Wella Professionals,Hair,"Unisex, Hair Colouring, Hair Oxidant Powder",TRUE,Title,Default Title,8005610531816,29.44,1
"wella-professionals,-koleston-perfect-me+,-permanent-hair-dye,-4/75-medium-brown-mahogany-brown,-60-ml","Wella Professionals, Koleston Perfect Me+, Permanent Hair Dye, 4/75 Medium Brown Mahogany Brown, 60 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8005610657622,4.11,40
"wella-professionals,-invigo-volume-boost-crystal,-cotton-extract,-hair-treatment-cream-mask,-for-volume,-after-shampoo,-145-ml","Wella Professionals, Invigo Volume Boost Crystal, Cotton Extract, Hair Treatment Cream Mask, For Volume, After Shampoo, 145 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Treatment Cream Mask",TRUE,Title,Default Title,4064666045634,6.12,10
"wella-professionals,-eimi-volume-body-crafter,-hair-spray,-for-volume-&-texture,-light-hold,-150-ml","Wella Professionals, Eimi Volume Body Crafter, Hair Spray, For Volume & Texture, Light Hold, 150 ml",,Wella Professionals,Hair,"For Women, Hair Styling, Hair Spray",TRUE,Title,Default Title,4064666214177,6.89,2
"wella-professionals,-velvet-amplifier,-hair-styling-cream,-soft-hold,-50-ml","Wella Professionals, Velvet Amplifier, Hair Styling Cream, Soft Hold, 50 ml",,Wella Professionals,Hair,"For Women, Hair Styling, Hair Styling Cream",TRUE,Title,Default Title,4064666111575,5.10,41
"wella-professionals,-nutricurls-curlixir,-hair-balm,-defining,-150-ml","Wella Professionals, Nutricurls Curlixir, Hair Balm, Defining, 150 ml",,Wella Professionals,Hair,"Unisex, Hair Care, Hair Balm",TRUE,Title,Default Title,4064666041568,5.54,3
"wella-professionals,-elements-calming,-silicone-free,-scalp-serum,-without-impacting-hair-volume,-100-ml","Wella Professionals, Elements Calming, Silicone Free, Scalp Serum, Without Impacting Hair Volume, 100 ml",,Wella Professionals,Hair,"Unisex, Hair Care, Scalp Serum",TRUE,Title,Default Title,4064666035673,9.50,4
"wella-professionals,-invigo-sun,-pro-vitamin-b5,-hair-conditioner,-after-sun-express---deep-repairing,-200-ml","Wella Professionals, Invigo Sun, Pro-Vitamin B5, Hair Conditioner, After Sun Express - Deep Repairing, 200 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Conditioner",TRUE,Title,Default Title,4064666041650,8.60,2
"wella-professionals,-invigo-blonde-recharge,-hair-balm,-for-color-refreshing,-200-ml","Wella Professionals, Invigo Blonde Recharge, Hair Balm, For Color Refreshing, 200 ml",,Wella Professionals,Hair,"For Women, Hair Care, Hair Balm",TRUE,Title,Default Title,8005610642857,8.45,4
"wave-(n)-set-wella-professionals:-perm-service-care,-hair-lotion-treatment,-post-treatment,-30-ml-+-curl-&-wave,-hair-perm-neutralizer,-perm-hair,-for-normal-to-resistant-hair,-100-ml-+-creatine+-wave-(n),-hair-perm-lotion,-waves,-for-normal-to-resistant-hair,-75-ml","Wave (N) Set Wella Professionals: Perm Service Care, Hair Lotion Treatment, Post-treatment, 30 ml + Curl & Wave, Hair Perm Neutralizer, Perm Hair, For Normal To Resistant Hair, 100 ml + Creatine+ Wave (N), Hair Perm Lotion, Waves, For Normal To Resistant Hair, 75 ml",,Wella Professionals,Hair,"For Women, Hair Care Sets, Hair Care Set",TRUE,Title,Default Title,4064666211640,8.80,10
"wella-professionals,-koleston-perfect-me+,-permanent-hair-dye,-5/00-,-60-ml","Wella Professionals, Koleston Perfect Me+, Permanent Hair Dye, 5/00 , 60 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8005610658704,4.87,1
"wella-professionals,-eimi-nutricurls-fresh-up,-hair-spray,-defining-&-anti-frizz,-medium-hold,-150-ml","Wella Professionals, Eimi Nutricurls Fresh Up, Hair Spray, Defining & Anti-Frizz, Medium Hold, 150 ml",,Wella Professionals,Hair,"For Men, Hair Styling, Hair Spray",TRUE,Title,Default Title,4064666041506,5.57,6
"wella-professionals,-koleston-perfect-me+,-permanent-hair-dye,-9/0-lightest-natural-blonde,-60-ml","Wella Professionals, Koleston Perfect Me+, Permanent Hair Dye, 9/0 Lightest Natural Blonde, 60 ml",,Wella Professionals,Hair,"For Women, Hair Colouring, Permanent Hair Dye",TRUE,Title,Default Title,8005610650517,5.72,18
"wella-professionals,-creatine+-curl-c,-creatine,-hair-perm-lotion,-perm-hair,-for-colour-treated-hair,-250-ml","Wella Professionals, Creatine+ Curl C, Creatine, Hair Perm Lotion, Perm Hair, For Colour Treated Hair, 250 ml",,Wella Professionals,Hair,"For Women, Hair Styling, Hair Perm Lotion",TRUE,Title,Default Title,8005610437583,8.74,6
"wella-professionals,-creatine+-curl-n,-creatine,-hair-perm-lotion,-perm-hair,-for-normal-hair,-250-ml","Wella Professionals, Creatine+ Curl N, Creatine, Hair Perm Lotion, Perm Hair, For Normal Hair, 250 ml",,Wella Professionals,Hair,"For Women, Hair Styling, Hair Perm Lotion",TRUE,Title,Default Title,8005610437439,8.74,6
"wella-professionals,-eimi-volume-root-shoot,-hair-styling-mousse,-for-volume,-medium-hold,-200-ml","Wella Professionals, Eimi Volume Root Shoot, Hair Styling Mousse, For Volume, Medium Hold, 200 ml",,Wella Professionals,Hair,"For Women, Hair Styling, Hair Styling Mousse",TRUE,Title,Default Title,8005610576770,7.81,7
"wella-professionals,-eimi-smooth-perfect-me,-hair-styling-lotion,-100-ml","Wella Professionals, Eimi Smooth Perfect Me, Hair Styling Lotion, 100 ml",,Wella Professionals,Hair,"For Women, Hair Styling, Hair Styling Lotion",TRUE,Title,Default Title,8005610587509,7.84,5
"wave-(c)-set-wella-professionals:-perm-service-care,-hair-lotion-treatment,-post-treatment,-30-ml-+-curl-&-wave,-hair-perm-neutralizer,-perm-hair,-for-normal-to-resistant-hair,-100-ml-+-creatine+-wave-(c),-hair-perm-lotion,-waves,-for-normal-to-resistant-hair,-75-ml","Wave (C) Set Wella Professionals: Perm Service Care, Hair Lotion Treatment, Post-treatment, 30 ml + Curl & Wave, Hair Perm Neutralizer, Perm Hair, For Normal To Resistant Hair, 100 ml + Creatine+ Wave (C), Hair Perm Lotion, Waves, For Normal To Resistant Hair, 75 ml",,Wella Professionals,Hair,"For Women, Hair Care Sets, Hair Care Set",TRUE,Title,Default Title,4064666044385,8.80,12
